"","shop_id","model_id","offer_id","binary_ware_md5","category_id","flags_available","local","flags_cpa","binary_price_price","fee","flags_yx_money","fast_delivery","flags_inpost_enable","flags_delivery","flags_any_delivery","flags_post_term","shop_rating","pricelevel","cond.main","days_to"
"3856",3828,13530786,"2777948","Mc4HTxcFEi5FlX7quYIF3w",91491,TRUE,TRUE,TRUE,790,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3859",3828,13530786,"3080450","3xH4CoKDhJOLkDEdxLMtHA",91491,TRUE,TRUE,TRUE,790,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3877",3828,13584123,"3024713","bzzb6Ey6qweSyADfOfa5Og",91491,TRUE,TRUE,TRUE,39990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3895",3828,13747917,"3095021","peYGxs4RlrmuP7_DElIH9A",91491,TRUE,TRUE,TRUE,18990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3911",3828,13780469,"3187634","1kamv2Nj_ckliwV-u2W4Pg",91491,TRUE,TRUE,TRUE,1790,400,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"3925",3828,13849550,"3281528","tvqT44ZYD_FIF2Cq8UhVeA",91491,TRUE,TRUE,TRUE,14990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3926",3828,13849550,"3281546","P7_pqk0_Ed44YTBWw9QltA",91491,TRUE,TRUE,TRUE,14990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3927",3828,13849550,"3281558","pKkwn1YOJPocV2LW6us_xA",91491,TRUE,TRUE,TRUE,14990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3945",3828,13894479,"3137483","0F9eKdxbgH33o56ZdCmRzw",91491,TRUE,TRUE,TRUE,14990,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"3948",3828,13898910,"3204734","udzfbZ-YJAoXrCozdA5QjA",91491,TRUE,TRUE,TRUE,3990,400,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"3965",3828,13922103,"3184514","c2TgyYpTnK4CUIKOAzP5uQ",91491,TRUE,TRUE,TRUE,11990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3968",3828,13935328,"3255869","vcAVfFZL-LSR2gciszJyQw",91491,TRUE,TRUE,TRUE,7990,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"3989",3828,13995447,"3218240","gFX4aGIaWO7ZQuXBcA2O5g",91491,TRUE,TRUE,TRUE,27990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"3998",3828,14000658,"3209396","ULMDKyBlp4sscm0yQNqJ-A",91491,TRUE,TRUE,TRUE,28990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4051",3828,14179026,"3259307","YsVLITFWeJEVhv2XnjMIcg",91491,TRUE,TRUE,TRUE,5990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4052",3828,14188370,"3216218","hawv4sir4F0QoZNG6ciMNA",91491,TRUE,TRUE,TRUE,14990,400,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"4053",3828,14193260,"3266567","0D-fdKd9_4VQ75lSD8GDlg",91491,TRUE,TRUE,TRUE,9990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4054",3828,14193969,"3273104","TeOfFuPB_E4yXFP6et9A7w",91491,TRUE,TRUE,TRUE,35990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4055",3828,14193969,"3273122","Rv_9eYrmsb8LY2KgdXv2hQ",91491,TRUE,TRUE,TRUE,35990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4056",3828,14193969,"3273125","gkV_d6flFrTFIjfTf9r6Zg",91491,TRUE,TRUE,TRUE,35990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4057",3828,14193971,"3272999","vxZllrvFTnkkbLqXowDvPQ",91491,TRUE,TRUE,TRUE,49990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4058",3828,14193971,"3273002","-uzUh-C5cgFie4bclORQQA",91491,TRUE,TRUE,TRUE,49990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4059",3828,14193971,"3273011","XndLXXcvOOeqY0nyhMEWJQ",91491,TRUE,TRUE,TRUE,49990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4060",3828,14193992,"3313396","XeqoJyLLWuEQz7OYG03X_w",91491,TRUE,TRUE,TRUE,7490,400,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4061",3828,14193992,"3313402","QcD66rCQQMR1ly1o36mmnw",91491,TRUE,TRUE,TRUE,7490,400,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4062",3828,14193992,"3313411","HIAAR_uao8pdT4Brw26pPQ",91491,TRUE,TRUE,TRUE,7490,400,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4063",3828,14194903,"3266600","S2r1g_Ti4Nn1l9laU09dRg",91491,TRUE,TRUE,TRUE,3790,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4064",3828,14194903,"3266603","jj8NKIHof15hPvD2bC5l_Q",91491,TRUE,TRUE,TRUE,3790,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4065",3828,14195355,"3309191","ApegDO2Sf73PtEUCrZhiiw",91491,TRUE,TRUE,TRUE,14990,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4066",3828,14195355,"3309221","SwD3luUjFQq59vrouVXpIA",91491,TRUE,TRUE,TRUE,14990,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4067",3828,14195355,"3309230","IsDM-OwaV-6YINXwvNDmGw",91491,TRUE,TRUE,TRUE,14990,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4068",3828,14195915,"3272963","Omhq8Ftj7SDWJbaA94M4yg",91491,TRUE,TRUE,TRUE,50990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4069",3828,14195915,"3272981","JMqUTF-xoRZoAJXJUc0AUA",91491,TRUE,TRUE,TRUE,50990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4070",3828,14195915,"3272990","pMnnG4Z8HF2eKbwpJqptlw",91491,TRUE,TRUE,TRUE,50990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4071",3828,14196004,"3277334","J46xzy3nPwWRWvrfcV3jUA",91491,TRUE,TRUE,TRUE,6490,400,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4072",3828,14196004,"3289673","1Ne6gFDrwfB-0nPvCKE8uQ",91491,TRUE,TRUE,TRUE,6490,400,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4073",3828,14196131,"3272612","9RckkjBTyG1A0LZ-BgTvdQ",91491,TRUE,TRUE,TRUE,7490,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4074",3828,14206636,"3278474","f0wkk_znZHBkTplh9euemQ",91491,TRUE,TRUE,TRUE,56990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4075",3828,14206636,"3279620","SUI4H2E7nCm39CyD0VTkXA",91491,TRUE,TRUE,TRUE,56990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4076",3828,14206636,"3279623","qWlT9uigyLAhpuOWeyVjpA",91491,TRUE,TRUE,TRUE,56990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4077",3828,14206636,"3279626","PIG5ovIKLAFCOrZtm4WVUg",91491,TRUE,TRUE,TRUE,56990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4078",3828,14206637,"3279680","yEyUJ4b3F7ZYysutIZyu5g",91491,TRUE,TRUE,TRUE,67990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4079",3828,14206682,"3279629","dtZkchSO3ODwD683ZMefAw",91491,TRUE,TRUE,TRUE,65990,210,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4080",3828,14206682,"3279638","84K8Fbbm43Oi8ER9rcCgHg",91491,TRUE,TRUE,TRUE,65990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4081",3828,14206682,"3279644","FwvtOxaHrtUDEseEvyee6Q",91491,TRUE,TRUE,TRUE,65990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4082",3828,14206682,"3279650","T7NKtYqPJ1XvlvJdRzjEgw",91491,TRUE,TRUE,TRUE,65990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4083",3828,14206684,"3279635","DT8C8JzQp9ao_J0UCeELfQ",91491,TRUE,TRUE,TRUE,74990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4084",3828,14206684,"3279641","YIl_aAo6d9cqXRPpqSgBxg",91491,TRUE,TRUE,TRUE,74990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4085",3828,14206684,"3279647","Om6W30O24LOrCTBpqfnFAQ",91491,TRUE,TRUE,TRUE,74990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4086",3828,14206684,"3279653","H_8H2avIZkFn7WU8iZh1WQ",91491,TRUE,TRUE,TRUE,74990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4087",3828,14206684,"3279659","jYp06Ct7kVMBhwx1Q2833Q",91491,TRUE,TRUE,TRUE,74990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4088",3828,14209841,"3288542","m9V1BuoZriQ28CtmH9mf7A",91491,TRUE,TRUE,TRUE,47990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4089",3828,14209841,"3288560","RXKhGv4lCgH2P2YJzQLjEg",91491,TRUE,TRUE,TRUE,47990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4090",3828,14209841,"3288575","puNoL5mThBzhmzkDalq3dw",91491,TRUE,TRUE,TRUE,47990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4091",3828,14209841,"3288581","oN6fxHQwgRG0bDsUtEviLA",91491,TRUE,TRUE,TRUE,47990,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4092",3828,14209842,"3318202","9oDW8SPzpX4h1Hgr2EqXOQ",91491,TRUE,TRUE,TRUE,56990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4093",3828,14209842,"3318208","XjsSjBomJrmDnY3hQ_8KHA",91491,TRUE,TRUE,TRUE,56990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4094",3828,14209842,"3333055","Au196uPU1RvrD9KgDkchXg",91491,TRUE,TRUE,TRUE,56990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4095",3828,14209842,"3358466","7Et-YZzeGKyoyyy8aky2DQ",91491,TRUE,TRUE,TRUE,56990,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4096",3828,14221035,"3313231","QET9vM3ocad9BLAlaxH3Wg",91491,TRUE,TRUE,TRUE,5990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4097",3828,14221035,"3313246","rz6sUAiKzbOAnQarkzF55g",91491,TRUE,TRUE,TRUE,5990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4098",3828,14221035,"3313258","169FS22OOUkXTHSSNeJg-g",91491,TRUE,TRUE,TRUE,5990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4099",3828,14221035,"3313270","Nafu2O8w5ZuIQSTrVS3fCQ",91491,TRUE,TRUE,TRUE,5990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4100",3828,14221048,"3261815","_9YZ_6dE0DGLl5ru69n9Jw",91491,TRUE,TRUE,TRUE,4490,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4101",3828,14221048,"3261821","2kqLIN-xqFRMZkh0J2g8Qw",91491,TRUE,TRUE,TRUE,4490,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4102",3828,14221048,"3271907","nLfuSMfdCHC8iWKUy7ygiA",91491,TRUE,TRUE,TRUE,4490,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4103",3828,14221048,"3271910","rOi3i1c6P7AZlDF2JxKvBA",91491,TRUE,TRUE,TRUE,4490,400,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4104",3828,14225483,"3334393","QKuYCuT1C013JPsE2rVCFQ",91491,TRUE,TRUE,TRUE,16990,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"4105",3828,14226329,"3357926","aLJopIwYfVxfoY5hemZLVA",91491,TRUE,TRUE,TRUE,4990,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4106",3828,14256436,"3357710","hZ5TgSmdl1_SM_27L2O1gQ",91491,TRUE,TRUE,TRUE,2990,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"4107",3828,14257988,"3332875","JSyHMm40GZIWZj9PuDA7vg",91491,TRUE,TRUE,TRUE,7990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4108",3828,14257988,"3332884","TePPOnS5NmAT4hsV0JksQA",91491,TRUE,TRUE,TRUE,7990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4109",3828,14257988,"3332905","CPTJOy3A-bbUutNOiFlcIw",91491,TRUE,TRUE,TRUE,7990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4110",3828,14257988,"3332920","Jj8VonhSzzb-2LvJ4YXBbg",91491,TRUE,TRUE,TRUE,7990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4111",3828,14257988,"3332980","eLI9JYCs3WXGXPfj4QGU3A",91491,TRUE,TRUE,TRUE,7990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4112",3828,14257988,"3332995","59jfrmLPGyjRiWMOThMgsQ",91491,TRUE,TRUE,TRUE,7990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4113",3828,14257988,"3333028","m2ySyyjI5NBZN-QuWyXrOQ",91491,TRUE,TRUE,TRUE,7990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4114",3828,14260089,"3309374","ZS7HrohVxd9kvVXLNwPUZA",91491,TRUE,TRUE,TRUE,3990,400,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4115",3828,14261092,"3216236","FI7QVi54Fu7TLCIN0-sAGQ",91491,TRUE,TRUE,TRUE,4490,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4116",3828,14261092,"3277931","IWAt_CITyC6e_40cKaaXpg",91491,TRUE,TRUE,TRUE,4490,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4117",3828,14261092,"3277934","TRcybTI9-F51QfUjFrwruQ",91491,TRUE,TRUE,TRUE,4490,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4118",3828,1710431905,"3326764","iVHcomt2Ak9mjiVhkMKjdA",91491,TRUE,TRUE,TRUE,5790,400,FALSE,NA,FALSE,FALSE,"False","False",5,1,TRUE,NA
"4119",3828,1710431905,"3326767","o8X2s_YemTz8641kq0lMbw",91491,TRUE,TRUE,TRUE,5790,400,FALSE,NA,FALSE,FALSE,"False","False",5,1,TRUE,NA
"4120",3828,1710924742,"3342929","qD8Anj0Y6qjsKeHR4nt3Fg",91491,TRUE,TRUE,TRUE,2990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4121",3828,1710924742,"3342947","XSNGN9vBkReCD4oOsDrRHg",91491,TRUE,TRUE,TRUE,2990,400,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4122",3828,1711388635,"3344189","7X_bE0WegaAbfTd9hf6JXQ",91491,TRUE,TRUE,TRUE,6990,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4123",3828,1711388635,"3344192","qa43sr1RvEWQTloJP8fz_Q",91491,TRUE,TRUE,TRUE,6990,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4124",3828,1711388635,"3344195","q3G-ZahEmGefK1_nfMJjPw",91491,TRUE,TRUE,TRUE,6990,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4125",3828,1711504608,"3343118","ZG5N9sXhip7vlHcbYNsWRg",91491,TRUE,TRUE,TRUE,23990,200,FALSE,NA,FALSE,FALSE,"False","False",5,3,TRUE,NA
"4127",4763,12473802,"17936","LLwd7viynDi0VPLGhXM6SA",91491,TRUE,TRUE,TRUE,1290,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4129",4763,14176351,"19588","hRIQ7ncArGVELNNuTx_p5g",91491,TRUE,TRUE,TRUE,999,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4132",4779,11944428,"495749","CKXOzyPbpoTt7MJuoykaQw",91491,TRUE,TRUE,TRUE,8590,311,FALSE,NA,FALSE,FALSE,"False","False",5,1,TRUE,NA
"4133",4779,12144258,"571417","7HISV49ioUdPMyBA5LbB8A",91491,TRUE,TRUE,TRUE,4890,311,FALSE,NA,FALSE,FALSE,"False","False",5,3,TRUE,NA
"4134",4779,12206544,"535637","nW5LcWV8Tan4um9Ss8yCKw",91491,TRUE,TRUE,TRUE,10371,311,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"4140",4779,12748971,"661168","3PWlNWCm1LtCNyrkZAjrSQ",91491,TRUE,TRUE,TRUE,10000,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4141",4779,13002328,"636434","pM-4u3cUXMokxIqWd-1rMg",91491,TRUE,TRUE,TRUE,10000,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4150",4779,13340756,"681990","UwhC2S5PLPpdF1wU_v1tEA",91491,TRUE,TRUE,TRUE,11000,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4155",4779,13527763,"681991","_etcniREEwaI90xxqa6y7Q",91491,TRUE,TRUE,TRUE,13500,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4156",4779,13527763,"684702","PCMZ5JBn27XKWIMejc7Qyw",91491,TRUE,TRUE,TRUE,13300,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4158",4779,13630660,"731300","VcHwZSM4ZAPeCpmvtZkZDg",91491,TRUE,TRUE,TRUE,12000,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4162",4779,13747917,"800242","pTSeXJe_08tq0sCms_-OCg",91491,TRUE,TRUE,TRUE,15000,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4168",4779,13861857,"726900","9cc4FxIXAkqqRdFrgjVCug",91491,TRUE,TRUE,TRUE,3859,311,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"4169",4779,13922107,"788082","ZFPCc8DiIv0_lIp3iprg1Q",91491,TRUE,TRUE,TRUE,5620,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4173",4779,13953516,"779119","lQG16gJm9terxXYfX3Btvw",91491,TRUE,TRUE,TRUE,12000,311,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4175",4779,13978402,"750399","SiwvPXiLpS8ZOAJflkNqig",91491,TRUE,TRUE,TRUE,10690,311,FALSE,NA,FALSE,FALSE,"False","False",5,2,TRUE,NA
"4181",4779,14172063,"781423","EAuOfspKh3mfTvbgvnmJ6w",91491,TRUE,TRUE,TRUE,6321,311,FALSE,NA,FALSE,FALSE,"False","False",5,2,TRUE,NA
"4190",5046,11157888,"399150","sOpWh48_8jDSMazy4BXpiw",91491,TRUE,TRUE,TRUE,24990,206,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4193",5046,11743876,"281692","WSE-ABmZGvbl3J1qjkMUHg",91491,TRUE,TRUE,TRUE,19990,206,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4195",5046,11903808,"145658","m-jvTLt-SoPUqGtAE4EGFQ",91491,TRUE,TRUE,TRUE,8299,205,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4196",5046,12089499,"214496","i4OW6Ym7VdSDF9eF9BuEXQ",91491,TRUE,TRUE,TRUE,14999,227,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4201",5046,12259333,"95498","t_-ASnVIdA6UOJkLkQcTUQ",91491,TRUE,TRUE,TRUE,32999,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4202",5046,12259780,"257452","5LnKJb-kgekCn0XVQiZuJg",91491,TRUE,TRUE,TRUE,24990,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4203",5046,12259780,"257456","5VcKg38clHgUJw8T4chSGg",91491,TRUE,TRUE,TRUE,24260,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4204",5046,12259971,"308430","hkXH6uHIBbfWGl2aPvYQxQ",91491,TRUE,TRUE,TRUE,37999,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4205",5046,12259971,"95504","1hYPJQBfySBziiLAcH6ckA",91491,TRUE,TRUE,TRUE,37999,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4208",5046,12340881,"90148","8E8GhA3iyE5mjKH1Ha_nJQ",91491,TRUE,TRUE,TRUE,12999,226,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4209",5046,12340881,"90151","YNwO_MmDxGGdAcnfeaL9og",91491,TRUE,TRUE,TRUE,12999,226,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4210",5046,12426766,"205340","TtrGpMyQldn-Y4VNLSc-Xw",91491,TRUE,TRUE,TRUE,4710,213,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4211",5046,12452709,"214488","3TxnKP8l7igs3oLsUgkDxw",91491,TRUE,TRUE,TRUE,9999,300,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4216",5046,12580852,"170300","D9N3fYUThlZV7mhpOTMEJA",91491,TRUE,TRUE,TRUE,7990,205,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4217",5046,12607300,"157109","Jvt995mZjGyLG4hfgt9Dwg",91491,TRUE,TRUE,TRUE,4990,276,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4226",5046,12741399,"225340","910ApVi3WXu67w_RFvYTvA",91491,TRUE,TRUE,TRUE,53010,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4227",5046,12757189,"257692","9vxotSyjiVGhuV2HULMbSA",91491,TRUE,TRUE,TRUE,26830,216,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4228",5046,12759967,"368406","Zv1X12dUwVLHCbRF0mCwQg",91491,TRUE,TRUE,TRUE,3490,205,FALSE,NA,FALSE,FALSE,"False","False",5,3,TRUE,NA
"4229",5046,12772728,"202003","RfYF6t97HuFV7IxDd9ymwg",91491,TRUE,TRUE,TRUE,11999,300,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4230",5046,12785289,"197131","qrQKOx7pERtxwLHkMv9XLg",91491,TRUE,TRUE,TRUE,9499,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4231",5046,12790962,"368398","ZUmfMhk3ImGG5mPnEJoV7g",91491,TRUE,TRUE,TRUE,5490,205,FALSE,NA,FALSE,FALSE,"False","False",5,1,TRUE,NA
"4232",5046,12796025,"237004","jgjflrd73-V1V4yuRBD-XA",91491,TRUE,TRUE,TRUE,3990,206,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"4235",5046,12840984,"214500","EJj7z3FAn_MxrlrvA-5b1Q",91491,TRUE,TRUE,TRUE,42999,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4236",5046,12840987,"370498","yFaAlkxhLfWR-ARmy0S-lg",91491,TRUE,TRUE,TRUE,30999,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4237",5046,12841663,"257448","H7-mgkJITzn5FzOSOrBzaQ",91491,TRUE,TRUE,TRUE,19999,227,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4240",5046,12841666,"360366","1P52wKxw7u2saEWnBM35mw",91491,TRUE,TRUE,TRUE,13990,226,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4241",5046,12847672,"212836","0Np0gmHPE9dIIe9eSgpsxw",91491,TRUE,TRUE,TRUE,5490,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4245",5046,12873414,"205448","AUXUpNyQcjcP-oWe2-UeCw",91491,TRUE,TRUE,TRUE,4490,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4248",5046,12923934,"225436","37Fozc3vniG9QZD7qZoVMg",91491,TRUE,TRUE,TRUE,29999,206,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4249",5046,12923937,"225944","tgJwQQrV7DWLI1doa68Gow",91491,TRUE,TRUE,TRUE,39999,206,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4254",5046,13059919,"227072","2Q92igRmOkizZjl6_8nCLQ",91491,TRUE,TRUE,TRUE,9890,216,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4257",5046,13060024,"367878","Y679BF400fyBg-23n4p--A",91491,TRUE,TRUE,TRUE,1590,205,FALSE,NA,FALSE,FALSE,"False","False",5,1,TRUE,NA
"4258",5046,13061479,"227264","86em0gK7f_cvxcedAfuCLg",91491,TRUE,TRUE,TRUE,4499,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4262",5046,13091545,"264148","_ZTgK0bLLl8XWz0JkIZCUw",91491,TRUE,TRUE,TRUE,9999,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4263",5046,13098365,"242680","_0_zN_rSsRJv40N8qW4qRA",91491,TRUE,TRUE,TRUE,7890,206,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4267",5046,13188751,"264184","w9THTWwpL5rVDHMyx4oB2A",91491,TRUE,TRUE,TRUE,23999,300,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"4274",5046,13238884,"291176","ATwbSSYFriEgyIfaEhv3gA",91491,TRUE,TRUE,TRUE,12999,276,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"4275",5046,13325392,"274532","d6_gcXUlUqlE9euPNJc9mQ",91491,TRUE,TRUE,TRUE,12999,226,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
